Year,Mo,Dy,Hr,Mn,Sec,Val,Tsunami Cause Code,Tsu SRC,mag,Volcano,Tsu Runup,Doubtful Runup,Country,State,Name,lat,long,Distance from Source,Arrival Day,Arrival Hour,Arrival Min,Travel Hour,Travel Min,Max Water Height,Max Inundation Distance,Type,Per,1st Mtn,Num Deaths,Inf Deaths,Num Injuries,Inf Injuries,Mill Damage,Inf Damage,Num House Destroyed,Inf House Destroyed,Num House Damaged,Inf House Damaged,gid,timestamp,timestamp2
1966.0,10.0,17.0,21.0,41.0,56.0,4.0,1.0,*,8.1,,*,,USA,HI,"KAHULUI, MAUI, HI",20.895,-156.477,9200.0,18.0,10.0,19.0,12.0,36.0,0.2,,2.0,21.0,,,,,,,,,,,,89,1966-10-17,1966-10-17
1966.0,10.0,17.0,21.0,41.0,56.0,4.0,1.0,*,8.1,,*,,USA,HI,"NAWILIWILI, KAUAI, HI",21.927,-159.36,9517.0,,,,,,0.06,,2.0,,,,,,,,,,,,,89,1966-10-17,1966-10-17
1966.0,10.0,17.0,21.0,41.0,56.0,4.0,1.0,*,8.1,,*,,USA,WA,"NEAH BAY, WA",48.367,-124.612,7973.0,,,,,,0.1,,2.0,,,,,,,,,,,,,89,1966-10-17,1966-10-17
1966.0,10.0,17.0,21.0,41.0,56.0,4.0,1.0,*,8.1,,*,,USA TERRITORY,AS,"PAGO PAGO, AMERICAN SAMOA",-14.2766,-170.689,9934.0,,,,,,0.1,,2.0,,,,,,,,,,,,,89,1966-10-17,1966-10-17
1966.0,10.0,17.0,21.0,41.0,56.0,4.0,1.0,*,8.1,,*,,USA TERRITORY,GU,"APRA HARBOR, GUAM",13.433,144.65,15309.0,,,,,,0.03,,2.0,,,,,,,,,,,,,89,1966-10-17,1966-10-17
1966.0,10.0,17.0,21.0,41.0,56.0,4.0,1.0,*,8.1,,*,,USA TERRITORY,HI,MIDWAY ISLANDS,28.215,-177.361,11420.0,,,,,,0.05,,2.0,,,,,,,,,,,,,89,1966-10-17,1966-10-17
1966.0,10.0,17.0,21.0,41.0,56.0,4.0,1.0,*,8.1,,*,,USA TERRITORY,UM,WAKE ISLAND,19.29,166.6183,12983.0,,,,,,0.06,,2.0,7.0,F,,,,,,,,,,,89,1966-10-17,1966-10-17
1966.0,12.0,28.0,8.0,18.0,7.4,4.0,1.0,*,7.8,,*,,CHILE,ANTOFAGASTA,ANTOFAGASTA,-23.65,-70.404,208.0,,,,,,0.22,,2.0,,,,,,,,,,,,,90,1966-12-28,1966-12-28
1966.0,12.0,28.0,8.0,18.0,7.4,4.0,1.0,*,7.8,,*,,CHILE,ARICA,ARICA,-18.4758,-70.3232,782.0,,,,,,0.15,,2.0,,,,,,,,,,,,,90,1966-12-28,1966-12-28
1966.0,12.0,28.0,8.0,18.0,7.4,4.0,1.0,*,7.8,,*,,CHILE,COPIAPO,CALDERA,-27.0644,-70.8247,174.0,,,,,,0.42,,2.0,,,,,,,,,,,,,90,1966-12-28,1966-12-28
1966.0,12.0,28.0,8.0,18.0,7.4,4.0,1.0,*,7.8,,*,,CHILE,ISLA DE PASCUA,EASTER ISLAND,-27.15,-109.367,3844.0,,,,,,0.05,,2.0,,,,,,,,,,,,,90,1966-12-28,1966-12-28
1966.0,12.0,28.0,8.0,18.0,7.4,4.0,1.0,*,7.8,,*,,ECUADOR,GALAPAGOS ISLANDS,GALAPAGOS ISLANDS,-0.5,-90.5,3500.0,,,,,,0.1,,2.0,,,,,,,,,,,,,90,1966-12-28,1966-12-28
1966.0,12.0,28.0,8.0,18.0,7.4,4.0,1.0,*,7.8,,*,,KIRIBATI,,"CHRISTMAS ISLAND, LINE ISLANDS",1.984,-157.473,9782.0,,,,,,0.03,,2.0,,,,,,,,,,,,,90,1966-12-28,1966-12-28
1966.0,12.0,28.0,8.0,18.0,7.4,4.0,1.0,*,7.8,,*,,PERU,,CHIMBOTE,-9.083,-78.616,2009.0,,,,,,0.05,,2.0,,,,,,,,,,,,,90,1966-12-28,1966-12-28
1966.0,12.0,28.0,8.0,18.0,7.4,4.0,1.0,*,7.8,,*,,PERU,,MATARANI,-17.0009,-72.1088,957.0,,,,,,0.05,,2.0,,,,,,,,,,,,,90,1966-12-28,1966-12-28
1966.0,12.0,28.0,8.0,18.0,7.4,4.0,1.0,*,7.8,,*,,PERU,,SAN JUAN,-15.35,-75.16,1221.0,,,,,,0.1,,2.0,,,,,,,,,,,,,90,1966-12-28,1966-12-28
1966.0,12.0,28.0,8.0,18.0,7.4,4.0,1.0,*,7.8,,*,,USA,HI,"HILO, HAWAII, HI",19.7303,-155.0553,10404.0,,,,,,0.15,,2.0,,,,,,,,,,,,,90,1966-12-28,1966-12-28
1966.0,12.0,28.0,8.0,18.0,7.4,4.0,1.0,*,7.8,,*,,USA,HI,"KAHULUI, MAUI, HI",20.895,-156.477,10594.0,,,,,,0.15,,2.0,,,,,,,,,,,,,90,1966-12-28,1966-12-28
1966.0,12.0,28.0,8.0,18.0,7.4,4.0,1.0,*,7.8,,*,,USA TERRITORY,AS,"PAGO PAGO, AMERICAN SAMOA",-14.2766,-170.689,10301.0,,,,,,0.06,,2.0,,,,,,,,,,,,,90,1966-12-28,1966-12-28
1966.0,12.0,28.0,8.0,18.0,7.4,4.0,1.0,*,7.8,,*,,USA TERRITORY,UM,WAKE ISLAND,19.29,166.6183,14129.0,,,,,,0.05,,2.0,,,,,,,,,,,,,90,1966-12-28,1966-12-28
1966.0,12.0,31.0,18.0,23.0,11.1,4.0,1.0,*,7.8,,*,,CHILE,ISLA DE PASCUA,EASTER ISLAND,-27.15,-109.45,8834.0,,,,,,,,1.0,,,,,,,,,,,,,91,1966-12-31,1966-12-31
1966.0,12.0,31.0,18.0,23.0,11.1,4.0,1.0,*,7.8,,*,,FIJI,,"SUVA, KING'S WHARF",-18.1342,178.4236,1461.0,,,,,,0.05,,2.0,,,,,,,,,,,,,91,1966-12-31,1966-12-31
1966.0,12.0,31.0,18.0,23.0,11.1,4.0,1.0,*,7.8,,*,?,KIRIBATI,,"CHRISTMAS ISLAND, LINE ISLANDS",1.984,-157.473,4276.0,,,,,,,,2.0,,,,,,,,,,,,,91,1966-12-31,1966-12-31
1966.0,12.0,31.0,18.0,23.0,11.1,4.0,1.0,*,7.8,,*,,SOLOMON ISLANDS,,"VANIKOLO (VANIKORO), SANTA CRUZ IS.",-11.617,166.967,65.0,,,,,,2.0,,1.0,,,,,,,,,,,,,91,1966-12-31,1966-12-31
1966.0,12.0,31.0,18.0,23.0,11.1,4.0,1.0,*,7.8,,*,?,USA,AK,"UNALASKA, DUTCH HARBOR, AK",53.883,-166.533,7750.0,,,,,,,,2.0,,,,,,,,,,,,,91,1966-12-31,1966-12-31
1966.0,12.0,31.0,18.0,23.0,11.1,4.0,1.0,*,7.8,,*,?,USA,HI,"KAHULUI, MAUI, HI",20.895,-156.477,5452.0,,,,,,,,2.0,,,,,,,,,,,,,91,1966-12-31,1966-12-31
1966.0,12.0,31.0,18.0,23.0,11.1,4.0,1.0,*,7.8,,*,,USA TERRITORY,AS,"PAGO PAGO, AMERICAN SAMOA",-14.2766,-170.689,2490.0,,,,,,0.03,,2.0,,,,,,,,,,,,,91,1966-12-31,1966-12-31
1966.0,12.0,31.0,22.0,15.0,16.6,4.0,1.0,*,7.2,,*,,SOLOMON ISLANDS,,"VANIKOLO (VANIKORO), SANTA CRUZ IS.",-11.617,166.967,85.0,,,,,,0.8,,1.0,,,,,,,,,,,,,92,1966-12-31,1966-12-31
1967.0,4.0,11.0,5.0,9.0,12.1,3.0,1.0,*,5.5,,*,,INDONESIA,SULAWESI ISLAND,MANDAR BAY,-3.53,119.5,29.0,,,,,,,,1.0,,,,,,,,1.0,,,,,93,1967-04-11,1967-04-11
1967.0,4.0,11.0,5.0,9.0,12.1,3.0,1.0,*,5.5,,*,,INDONESIA,WEST SULAWESI,"TINAMBUNG, CELEBES, SULAWESI",-3.5,119.03,37.0,,,,,,,,1.0,,,13.0,1.0,,,,,,,,,93,1967-04-11,1967-04-11
1967.0,4.0,12.0,4.0,51.0,50.2,3.0,1.0,*,6.1,,*,,INDONESIA,ACEH,"SIGLI, ACEH, SUMATRA",5.39,95.91,154.0,,,,,,,,,,,,,,,,,,,,,94,1967-04-12,1967-04-12
1967.0,7.0,29.0,23.0,59.0,58.7,4.0,1.0,*,6.5,,*,,VENEZUELA,,LA GUAIRA,10.6,-66.933,40.0,,,,,,0.08,,2.0,,,,,,,,,,,,,95,1967-07-29,1967-07-29
1967.0,8.0,13.0,22.0,15.0,10.0,4.0,1.0,*,6.4,,*,,PAPUA NEW GUINEA,EAST NEW BRITAIN,"RABAUL, NEW BRITAIN",-4.22,152.18,41.0,,,,,,0.1,,2.0,25.0,,,,,,,,,,,,96,1967-08-13,1967-08-13
1967.0,9.0,3.0,,,,2.0,1.0,*,7.0,,*,,PERU,,CALLAO LA PUNTA,-12.069,-77.1668,330.0,,,,,,0.15,,2.0,,,,,,,,,,,,,96,1967-09-03,1967-09-03
1967.0,9.0,3.0,,,,2.0,1.0,*,7.0,,*,,PERU,,CHIMBOTE,-9.083,-78.616,213.0,,,,,,,,2.0,,,,,,,,,,,,,96,1967-09-03,1967-09-03
1967.0,12.0,21.0,2.0,25.0,23.0,3.0,1.0,*,7.5,,*,,CHILE,TOCOPILLA,TOCOPILLA,-22.09,-70.19,83.0,,,,,,,,1.0,,,,,,,,,,,,,97,1967-12-21,1967-12-21
1968.0,1.0,29.0,10.0,19.0,7.2,4.0,1.0,*,7.3,,*,,JAPAN,AOMORI,HACHINOHE,40.533,141.533,545.0,,,,,,0.02,,2.0,,,,,,,,,,,,,98,1968-01-29,1968-01-29
1968.0,1.0,29.0,10.0,19.0,7.2,4.0,1.0,*,7.3,,*,,JAPAN,HOKKAIDO,HANASAKI,43.2781,145.5678,98.0,,,,,,0.13,,2.0,,,,,,,,,,,,,98,1968-01-29,1968-01-29
1968.0,1.0,29.0,10.0,19.0,7.2,4.0,1.0,*,7.3,,*,,JAPAN,HOKKAIDO,HIROO,42.284,143.319,311.0,,,,,,0.11,,2.0,,,,,,,,,,,,,98,1968-01-29,1968-01-29
1968.0,1.0,29.0,10.0,19.0,7.2,4.0,1.0,*,7.3,,*,,JAPAN,HOKKAIDO,KUSHIRO,42.9756,144.3714,200.0,,,,,,0.06,,2.0,,,,,,,,,,,,,98,1968-01-29,1968-01-29
1968.0,1.0,29.0,10.0,19.0,7.2,4.0,1.0,*,7.3,,*,,JAPAN,HOKKAIDO,NEMUROKO,43.35,145.583,94.0,,,,,,0.13,,2.0,,,,,,,,,,,,,98,1968-01-29,1968-01-29
1968.0,1.0,29.0,10.0,19.0,7.2,4.0,1.0,*,7.3,,*,,JAPAN,HOKKAIDO,TOKACHIKO,42.3,143.333,309.0,,,,,,0.18,,2.0,,,,,,,,,,,,,98,1968-01-29,1968-01-29
1968.0,1.0,29.0,10.0,19.0,7.2,4.0,1.0,*,7.3,,*,,JAPAN,IWATE,SHIMANOKOSHIGYOKO,39.9,141.933,570.0,,,,,,0.08,,2.0,,,,,,,,,,,,,98,1968-01-29,1968-01-29
1968.0,1.0,29.0,10.0,19.0,7.2,4.0,1.0,*,7.3,,*,,JAPAN,WAKAYAMA,KUSHIMOTO,33.467,135.783,1470.0,,,,,,0.08,,2.0,,,,,,,,,,,,,98,1968-01-29,1968-01-29
1968.0,1.0,29.0,10.0,19.0,7.2,4.0,1.0,*,7.3,,*,,JAPAN,WAKAYAMA,SHIONOMISAKI,33.45,135.75,1474.0,,,,,,0.08,,2.0,,,,,,,,,,,,,98,1968-01-29,1968-01-29
1968.0,1.0,29.0,10.0,19.0,7.2,4.0,1.0,*,7.3,,*,,RUSSIA,KURIL ISLANDS,"BUREVESTNIK, ITURUP I., KURILSKIYE",44.93,147.625,167.0,29.0,11.0,13.0,0.0,54.0,0.1,,2.0,52.0,,,,,,,,,,,,98,1968-01-29,1968-01-29
1968.0,1.0,29.0,10.0,19.0,7.2,4.0,1.0,*,7.3,,*,,RUSSIA,KURIL ISLANDS,"ITURUP ISLAND, KURILSKIYE",44.9316,147.6258,167.0,29.0,11.0,25.0,1.0,6.0,0.02,,2.0,,,,,,,,,,,,,98,1968-01-29,1968-01-29
1968.0,1.0,29.0,10.0,19.0,7.2,4.0,1.0,*,7.3,,*,,RUSSIA,KURIL ISLANDS,"MALOKURIL'SKAYA BAY, SHIKOTAN",43.867,146.817,33.0,,,,,,,,2.0,,,,,,,,,,,,,98,1968-01-29,1968-01-29
1968.0,1.0,29.0,10.0,19.0,7.2,4.0,1.0,*,7.3,,*,,RUSSIA,KURIL ISLANDS,POLONSKY IS.,43.63,146.35,29.0,29.0,10.0,49.0,,30.0,,,2.0,,,,,,,,,,,,,98,1968-01-29,1968-01-29
1968.0,1.0,29.0,10.0,19.0,7.2,4.0,1.0,*,7.3,,*,,RUSSIA,KURIL ISLANDS,"SEVERO-KURILSK, PARAMUSHIR ISLAND",50.66,156.13,1061.0,,,,,,0.04,,2.0,,,,,,,,,,,,,98,1968-01-29,1968-01-29
1968.0,1.0,29.0,10.0,19.0,7.2,4.0,1.0,*,7.3,,*,,RUSSIA,KURIL ISLANDS,"YUZHNO (SOUTH) KURILS, KUNASHIR IS",44.03,145.86,84.0,29.0,11.0,7.0,0.0,48.0,0.1,,2.0,25.0,,,,,,,,,,,,98,1968-01-29,1968-01-29
1968.0,1.0,29.0,10.0,19.0,7.2,4.0,1.0,*,7.3,,*,,RUSSIA,SAKHALIN,"CAPE CRILLON (KRILON), SAKHALIN I.",45.894,142.08,446.0,29.0,12.0,37.0,2.0,18.0,0.01,,2.0,,,,,,,,,,,,,98,1968-01-29,1968-01-29
1968.0,1.0,29.0,10.0,19.0,7.2,4.0,1.0,*,7.3,,*,,USA,AK,"ATTU, MASSACRE BAY, AK",52.83,173.2,2199.0,,,,,,0.1,,2.0,,,,,,,,,,,,,98,1968-01-29,1968-01-29
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,AICHI,NAGOYA BAY,35.1,136.883,511.0,,,,,,,,1.0,,,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,AKITA,KITAURAKO,39.967,139.783,1074.0,,,,,,0.75,,2.0,,,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,EHIME,FUKAURA,32.95,132.6,73.0,,,,,,1.72,,1.0,,,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,EHIME,IWAMIZU,32.95,132.6,73.0,,,,,,1.66,,1.0,,,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,EHIME,UWAJIMA,33.233,132.55,104.0,,,,,,0.24,,2.0,,,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,EHIME,YAWATAHAMA,33.45,132.417,128.0,1.0,1.0,34.0,0.0,52.0,0.4,,2.0,20.0,R,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,HYOGO,FUKURA,34.25,134.717,299.0,,,,,,0.12,,1.0,,,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,HYOGO,SUMOTO,34.333,134.9,318.0,,,,,,0.05,,2.0,,,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,"IZU-OSHIMA, TOKYO",KOZUSHIMA,34.217,139.133,653.0,1.0,1.0,59.0,1.0,17.0,0.1,,2.0,15.0,,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,"IZU-OSHIMA, TOKYO",KOZUSHIMA,34.217,139.133,653.0,,,,,,0.1,,2.0,,,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,KAGOSHIMA,MAKURAZAKI,31.267,130.3,238.0,,,,,,0.11,,2.0,,,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,KAGOSHIMA,NAZE,28.383,129.5,522.0,,,,,,0.1,,2.0,,,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,KAGOSHIMA,NISHINOOMOTE,30.733,131.0,225.0,,,,,,0.16,,2.0,,,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,KAGOSHIMA,ODOMARI,31.017,130.683,224.0,1.0,1.0,38.0,0.0,56.0,0.4,,2.0,12.0,R,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,KOCHI,KAMIKAWAGUCHIKO,33.033,133.033,96.0,1.0,1.0,12.0,0.0,30.0,0.7,,2.0,22.0,R,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,KOCHI,KASHIWAJIMA,32.767,132.633,53.0,,,,,,0.66,,2.0,,,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,KOCHI,KOCHI,33.55,133.55,170.0,,,,,,0.23,,2.0,,,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,KOCHI,KOMAME,32.783,132.7,57.0,,,,,,3.06,,1.0,,,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,KOCHI,MUROTOMISAKI,33.267,134.167,189.0,1.0,1.0,15.0,0.0,33.0,0.43,,2.0,12.0,R,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,KOCHI,MUROTSU,33.283,134.15,189.0,,,,,,0.6,,2.0,,,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,KOCHI,SUKUMO,32.933,132.733,74.0,,,,,,1.12,,2.0,,,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,KOCHI,TOSA-SHIMIZU,32.7792,132.9589,69.0,1.0,1.0,3.0,0.0,21.0,1.16,,2.0,18.0,R,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,KOCHI,TOSA-SHIMODA,33.51,133.44,161.0,1.0,1.0,10.0,0.0,28.0,0.1,,2.0,15.0,R,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,KOCHI,URADO,33.49,133.567,166.0,1.0,1.0,29.0,0.0,47.0,0.21,,2.0,20.0,R,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,KOCHI,URAJIRI,32.783,132.683,56.0,,,,,,3.07,,1.0,,,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,KOCHI,"URASHIRI, SHIKOKU ISLAND",33.0602,132.4954,85.0,,,,,,3.0,,1.0,,,,,,,,1.0,,,1.0,26.0,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,MIE,NAGASHIMAKO,34.183,136.333,413.0,,,,0.0,56.0,0.12,,2.0,23.0,R,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,MIE,OWASE,34.083,136.2,397.0,1.0,1.0,32.0,0.0,50.0,0.2,,2.0,14.0,F,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,MIE,OWASE,34.083,136.2,397.0,,,,,,0.23,,2.0,,,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,MIYAZAKI,ABURATSU,31.583,131.417,130.0,1.0,1.0,9.0,0.0,27.0,0.33,,2.0,20.0,R,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,MIYAZAKI,HOSOSHIMA,32.433,131.667,80.0,,,,0.0,17.0,0.66,,2.0,20.0,R,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,MIYAZAKI,HOSOSHIMA,32.433,131.667,80.0,1.0,0.0,59.0,0.0,17.0,0.7,,1.0,,,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,MIYAZAKI,HOSOSHIMA (HYUGA CITY),32.417,131.65,81.0,,,,,,1.2,,1.0,,,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,MIYAZAKI,HOSOSHIMA (KEN),32.417,131.667,79.0,,,,,,0.99,,1.0,,,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,MIYAZAKI,MIYANOURA,32.683,131.833,76.0,,,,,,0.75,,2.0,,,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,MIYAZAKI,NOBEOKA,32.6,131.67,85.0,1.0,1.0,0.0,0.0,18.0,0.14,,2.0,,,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,MIYAZAKI,TOMI,32.6,131.717,81.0,,,,,,0.15,,,,,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,MIYAZAKI,TOTOROKO,32.5,131.683,80.0,,,,,,1.01,,1.0,,,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,MIYAZAKI,TOUMI,32.6,131.717,81.0,,,,,,0.14,,2.0,,,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,NAGASAKI,URAKAMI,42.17,142.78,1424.0,1.0,1.0,23.0,0.0,41.0,0.2,,2.0,14.0,R,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,OITA,KAMAE,32.8,131.933,77.0,,,,,,0.96,,1.0,,,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,OITA,OITA,33.267,131.683,132.0,1.0,1.0,47.0,1.0,5.0,0.11,,2.0,23.0,R,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,OITA,SAGANOSEKI,33.25,131.883,120.0,,,,,,0.06,,2.0,,,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,OITA,SAIKI,32.95,131.9,92.0,1.0,1.0,16.0,0.0,34.0,0.3,,2.0,18.0,F,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,OITA,SAIKIKO,32.967,131.9,93.0,,,,,,0.33,,2.0,,,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,OITA,TAKENOURA,32.917,131.983,84.0,,,,,,1.26,,1.0,,,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,OITA,TSUKUMI,33.083,131.867,105.0,1.0,1.0,22.0,0.0,40.0,0.31,,2.0,22.0,,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,OITA,USUKI,33.117,131.817,111.0,,,,0.0,50.0,0.68,,2.0,20.0,R,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,SHIZUOKA,MINAMI-IZU,34.617,138.883,646.0,,,,1.0,28.0,0.1,,2.0,,,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,SHIZUOKA,SHIMODA,32.933,133.0,85.0,,,,,,0.15,,2.0,,,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,SHIZUOKA,SHIMODA,32.933,133.0,85.0,,,,,,0.15,,2.0,,,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,TOKUSHIMA,KOMATSUSHIMA,34.017,134.583,272.0,,,,1.0,6.0,0.11,,2.0,14.0,R,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,TOKUSHIMA,OHAMA,32.75,132.967,67.0,,,,,,0.66,,1.0,,,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,WAKAYAMA,KUSHIMOTO,33.467,135.783,333.0,1.0,1.0,24.0,0.0,42.0,0.43,,2.0,15.0,R,,,,,,,,,,,99,1968-04-01,1968-04-01
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,*,7.5,,*,,JAPAN,WAKAYAMA,SHIRAHAMA,33.683,135.383,310.0,,,,0.0,51.0,0.08,,2.0,28.0,,,,,,,,,,,,99,1968-04-01,1968-04-01
