time,latitude,longitude,depth,mag,place,type,Year,Mo,Dy,Date,timestamp,Hr,Mn,Sec,Val,Tsunami Cause Code,Focal Depth (km),Vol,Deposits,Country,Area,Region,Location Name,lat,long,Maximum Water Height (m),Number of Runups,Tsunami Magnitude (Abe),Tsunami Magnitude (Iida),Tsunami Intensity,Deaths,Missing,Injuries,Damage ($Mil),_merge,gid,Max Distance,timestamp2
,,,,7.3,,,1968.0,7.0,25.0,,1968-07-25,7.0,23.0,7.8,2.0,1.0,60.0,,0.0,NEW ZEALAND,,81.0,KERMADEC ISLANDS,-30.8,-178.4,0.05,1.0,,,,,,,,right_only,104,1445.0,1968-07-25
,,,,7.3,,,1968.0,8.0,1.0,,1968-08-01,20.0,19.0,21.9,4.0,1.0,36.0,,0.0,PHILIPPINES,,84.0,E. LUZON ISLAND,16.5,122.2,0.16,40.0,,-1.7,,1.0,,,,right_only,105,8338.0,1968-08-01
,,,,7.6,,,1968.0,8.0,10.0,,1968-08-10,2.0,7.0,4.3,4.0,1.0,25.0,,0.0,INDONESIA,,83.0,N. MOLUCCAS ISLANDS,1.4,126.2,0.4,22.0,,-1.3,1.0,,,,,right_only,106,4828.0,1968-08-10
,,,,7.8,,,1968.0,8.0,14.0,,1968-08-14,22.0,14.0,19.4,4.0,1.0,23.0,,0.0,INDONESIA,,83.0,BANDA SEA,0.2,119.8,10.0,7.0,,3.3,2.5,200.0,,58.0,,right_only,107,4386.0,1968-08-14
,,,,6.6,,,1968.0,9.0,3.0,,1968-09-03,8.0,19.0,52.2,4.0,1.0,38.0,,0.0,TURKEY,,40.0,BLACK SEA,41.8,32.3,3.0,1.0,,,,,,,,right_only,108,11.0,1968-09-03
,,,,6.2,,,1968.0,9.0,20.0,,1968-09-20,6.0,9.0,,2.0,1.0,107.0,,0.0,VENEZUELA,,74.0,CARUPANO,10.5,-62.6,,1.0,,,,,,,,right_only,108,,1968-09-20
,,,,6.9,,,1969.0,2.0,23.0,,1969-02-23,0.0,36.0,56.6,4.0,1.0,13.0,,0.0,INDONESIA,,83.0,MAKASSAR STRAIT,-3.1,118.9,4.0,5.0,,2.0,2.0,600.0,,,,right_only,109,44.0,1969-02-23
,,,,7.8,,,1969.0,2.0,28.0,,1969-02-28,2.0,40.0,32.5,4.0,1.0,22.0,,1.0,PORTUGAL,,73.0,PORTUGAL,36.016999999999996,-10.95,0.9,10.0,,,,,,,,right_only,110,1626.0,1969-02-28
,,,,6.5,,,1969.0,4.0,21.0,,1969-04-21,7.0,19.0,,4.0,1.0,41.0,,0.0,JAPAN,,85.0,RYUKYU ISLANDS,32.2,132.1,0.1,6.0,,-2.3,-3.0,,,,,right_only,110,,1969-04-21
,,,,5.4,,,1969.0,8.0,2.0,,1969-08-02,4.0,30.0,29.0,4.0,3.0,17.0,,0.0,PAPUA NEW GUINEA,,82.0,BISMARCK SEA,-6.6,146.9,,1.0,,,-1.0,,,,,right_only,111,18.0,1969-08-02
,,,,8.2,,,1969.0,8.0,11.0,,1969-08-11,21.0,26.0,36.0,4.0,1.0,30.0,,0.0,RUSSIA,,86.0,S. KURIL ISLANDS,43.6,147.9,5.0,75.0,,1.4,2.0,,,,,right_only,112,14473.0,1969-08-11
,,,,7.7,,,1969.0,11.0,22.0,,1969-11-22,23.0,9.0,37.0,4.0,1.0,51.0,,8.0,RUSSIA,,86.0,KAMCHATKA,57.7,163.6,15.0,16.0,,3.9,3.0,,,,,right_only,113,8346.0,1969-11-22
,,,,7.2,,,1969.0,12.0,25.0,,1969-12-25,21.0,32.0,27.3,4.0,1.0,7.0,,0.0,GUADELOUPE (FRENCH TERRITORY),,74.0,GRAND BOURG,15.8,-59.7,0.46,3.0,,-3.3,,,,,,right_only,114,293.0,1969-12-25
,,,,7.6,,,1970.0,1.0,10.0,,1970-01-10,12.0,7.0,8.6,4.0,1.0,73.0,,0.0,PHILIPPINES,,84.0,PHILIPPINE TRENCH,6.8,126.7,0.06,1.0,,,,,,,,right_only,115,859.0,1970-01-10
,,,,6.0,,,1970.0,3.0,11.0,,1970-03-11,22.0,38.0,34.6,4.0,1.0,29.0,,0.0,USA,AK,87.0,"ANDREANOF ISLANDS, AK",57.5,-153.9,0.03,1.0,,,,,,,,right_only,116,2058.0,1970-03-11
,,,,7.3,,,1970.0,4.0,7.0,,1970-04-07,5.0,34.0,5.6,3.0,1.0,40.0,,0.0,PHILIPPINES,,84.0,PHILIPPINE SEA,15.78,121.71,,1.0,,1.0,1.0,,,,,right_only,117,55.0,1970-04-07
,,,,7.9,,,1970.0,5.0,31.0,,1970-05-31,20.0,23.0,27.3,4.0,1.0,43.0,,0.0,PERU,,89.0,N. PERU,-9.2,-78.8,0.38,15.0,,0.8,,,,,,right_only,118,16032.0,1970-05-31
,,,,7.0,,,1970.0,7.0,25.0,,1970-07-25,22.0,41.0,10.7,4.0,1.0,34.0,,0.0,JAPAN,,85.0,SEIKAIDO,32.2,131.7,0.32,35.0,,-0.7,,,,,,right_only,119,811.0,1970-07-25
,,,,5.3,,,1970.0,9.0,30.0,,1970-09-30,9.0,52.0,22.7,3.0,1.0,33.0,,0.0,PHILIPPINES,,84.0,PHILIPPINE TRENCH,20.6,122.0,,1.0,,,0.5,,,,,right_only,120,705.0,1970-09-30
,,,,7.3,,,1970.0,10.0,31.0,,1970-10-31,17.0,53.0,9.3,4.0,3.0,8.0,,0.0,PAPUA NEW GUINEA,,82.0,PAPUA NEW GUINEA,-4.907,145.471,3.0,3.0,,0.3,0.5,3.0,,,,right_only,121,122.0,1970-10-31
,,,,5.1,,,1970.0,12.0,4.0,,1970-12-04,1.0,59.0,25.0,4.0,1.0,7.0,,0.0,RUSSIA,,40.0,BLACK SEA,43.84,39.34,0.8,1.0,,,2.0,,,,,right_only,122,41.0,1970-12-04
,,,,7.1,,,1971.0,5.0,2.0,,1971-05-02,6.0,8.0,27.8,4.0,1.0,30.0,,0.0,USA,AK,87.0,"ANDREANOF ISLANDS, AK",51.228,-177.173,0.04,1.0,,,-3.0,,,,,right_only,123,80.0,1971-05-02
,,,,7.8,,,1971.0,7.0,9.0,,1971-07-09,3.0,3.0,18.7,4.0,1.0,58.0,,0.0,CHILE,,89.0,CENTRAL CHILE,-32.5,-71.2,1.2,1.0,,0.3,0.0,,,,,right_only,124,72.0,1971-07-09
,,,,7.9,,,1971.0,7.0,14.0,,1971-07-14,6.0,11.0,29.1,4.0,1.0,47.0,,0.0,PAPUA NEW GUINEA,,82.0,SOLOMON SEA,-5.5,153.9,6.0,32.0,,1.6,1.0,1.0,,,,right_only,125,6738.0,1971-07-14
,,,,7.9,,,1971.0,7.0,26.0,,1971-07-26,1.0,23.0,21.3,4.0,1.0,48.0,,0.0,PAPUA NEW GUINEA,,82.0,SOLOMON SEA,-4.9,153.2,10.0,39.0,,3.3,1.5,,,,,right_only,126,10182.0,1971-07-26
,,,,7.3,,,1971.0,8.0,2.0,,1971-08-02,7.0,24.0,56.8,4.0,1.0,51.0,,0.0,JAPAN,,85.0,JAPAN TRENCH,41.4,143.5,0.51,17.0,,-2.3,-0.5,,,,,right_only,127,385.0,1971-08-02
,,,,7.1,,,1971.0,9.0,5.0,,1971-09-05,18.0,35.0,25.0,4.0,1.0,9.0,,0.0,RUSSIA,,86.0,TATAR STRAIT,46.5,141.2,2.0,29.0,,,1.0,,,,,right_only,128,522.0,1971-09-05
,,,,5.5,,,1971.0,9.0,6.0,,1971-09-06,13.0,37.0,10.8,4.0,1.0,29.0,,0.0,RUSSIA,,86.0,TATAR STRAIT,46.7,141.4,0.32,11.0,,,,,,,,right_only,129,419.0,1971-09-06
,,,,6.6,,,1971.0,9.0,8.0,,1971-09-08,11.0,48.0,23.4,4.0,1.0,6.0,,0.0,RUSSIA,,86.0,TATAR STRAIT,46.4,141.1,0.09,2.0,,,-3.0,,,,,right_only,130,101.0,1971-09-08
,,,,6.2,,,1971.0,9.0,8.0,,1971-09-08,16.0,59.0,52.6,4.0,1.0,16.0,,0.0,RUSSIA,,86.0,TATAR STRAIT,46.3,140.9,0.07,1.0,,-0.7,-3.0,,,,,right_only,131,120.0,1971-09-08
,,,,7.0,,,1971.0,9.0,25.0,,1971-09-25,4.0,36.0,14.0,2.0,3.0,115.0,,0.0,PAPUA NEW GUINEA,,82.0,BISMARCK SEA,-6.5,146.6,1.8,1.0,,0.8,0.5,,,,,right_only,132,80.0,1971-09-25
,,,,6.0,,,1971.0,9.0,27.0,,1971-09-27,19.0,1.0,45.3,4.0,1.0,21.0,,0.0,RUSSIA,,86.0,TATAR STRAIT,46.4,141.1,0.03,1.0,,,-4.0,,,,,right_only,133,65.0,1971-09-27
,,,,5.7,,,1971.0,11.0,6.0,,1971-11-06,22.0,0.0,0.1,2.0,1.0,21.0,,0.0,USA,AK,87.0,"RAT ISLANDS, ALEUTIAN ISLANDS, AK",51.5,179.1,0.1,2.0,,,,,,,,right_only,134,17.0,1971-11-06
,,,,7.8,,,1971.0,12.0,15.0,,1971-12-15,8.0,29.0,55.3,4.0,1.0,33.0,,3.0,RUSSIA,,86.0,KAMCHATKA,56.0,163.3,0.47,12.0,,,,,,,,right_only,135,5304.0,1971-12-15
,,,,7.5,,,1972.0,1.0,25.0,,1972-01-25,2.0,6.0,23.3,4.0,1.0,33.0,,0.0,TAIWAN,,84.0,E. TAIWAN,22.5,122.3,0.05,2.0,,-3.3,-2.0,,,,,right_only,136,279.0,1972-01-25
,,,,7.4,,,1972.0,2.0,29.0,,1972-02-29,9.0,22.0,59.8,4.0,1.0,56.0,,0.0,JAPAN,,85.0,EAST OFF HACHIJO ISLAND,33.3,140.8,0.42,28.0,,-1.3,0.5,,,,,right_only,137,901.0,1972-02-29
,,,,7.6,,,1972.0,7.0,30.0,,1972-07-30,21.0,45.0,14.1,4.0,3.0,25.0,,0.0,USA,AK,87.0,"SE. ALASKA, AK",56.82,-135.685,0.1,3.0,,-2.3,-2.0,,,,,right_only,138,181.0,1972-07-30
,,,,7.1,,,1972.0,8.0,17.0,,1972-08-17,23.0,44.0,5.9,4.0,1.0,10.0,,0.0,PAPUA NEW GUINEA,,82.0,SOLOMON SEA,-6.0,152.9,0.6,1.0,,-1.0,,,,,,right_only,139,162.0,1972-08-17
,,,,7.4,,,1972.0,12.0,2.0,,1972-12-02,0.0,19.0,47.2,2.0,1.0,33.0,,0.0,PHILIPPINES,,84.0,"MINDANAO ISLAND, PHILIPPINES",6.5,126.6,0.5,32.0,,-2.3,,,,,,right_only,140,4415.0,1972-12-02
1972-12-04T10:16:12.000Z,33.361999999999995,140.827,55.0,7.4,"Izu Islands, Japan region",earthquake,1972.0,12.0,4.0,1972-12-04,1972-12-04,10.0,16.0,12.0,4.0,1.0,66.0,,0.0,JAPAN,,85.0,CHICHI JIMA,33.3,140.7,0.5,39.0,,-1.0,-1.0,,,,,both,141,1188.0,1972-12-04
,,,,7.5,,,1973.0,1.0,30.0,,1973-01-30,21.0,1.0,12.5,4.0,1.0,43.0,,0.0,MEXICO,,88.0,S. MEXICO,18.48,-103.0,1.13,9.0,,0.1,,,,,,right_only,142,8263.0,1973-01-30
,,,,7.2,,,1973.0,2.0,28.0,,1973-02-28,6.0,37.0,49.5,4.0,1.0,27.0,,0.0,RUSSIA,,86.0,N. KURIL ISLANDS,50.5,156.6,1.5,7.0,,0.6,0.5,,,,,right_only,143,1231.0,1973-02-28
,,,,7.5,,,1973.0,3.0,17.0,,1973-03-17,8.0,30.0,51.8,4.0,1.0,33.0,,0.0,PHILIPPINES,,84.0,QUEZON,13.4,122.8,1.3,2.0,,,,,,,,right_only,144,235.0,1973-03-17
,,,,7.7,,,1973.0,6.0,17.0,,1973-06-17,3.0,55.0,2.9,4.0,1.0,48.0,,0.0,JAPAN,,85.0,HOKKAIDO ISLAND,43.2,145.8,5.96,72.0,,2.2,1.0,,,,5.0,right_only,145,7776.0,1973-06-17
,,,,7.1,,,1973.0,6.0,24.0,,1973-06-24,2.0,43.0,25.5,4.0,1.0,50.0,,0.0,RUSSIA,,86.0,S. KURIL ISLANDS,43.3,146.4,0.64,32.0,,2.2,,,,,,right_only,146,964.0,1973-06-24
,,,,6.7,,,1973.0,10.0,5.0,,1973-10-05,5.0,47.0,51.1,4.0,1.0,14.0,,0.0,CHILE,,89.0,CENTRAL CHILE,-32.5,-71.5,0.4,1.0,,-1.3,-1.0,,,,,right_only,148,61.0,1973-10-05
,,,,7.0,,,1974.0,1.0,31.0,,1974-01-31,23.0,30.0,5.3,4.0,1.0,34.0,,0.0,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-7.5,155.9,1.5,2.0,,2.2,1.0,,,,,right_only,149,151.0,1974-01-31
,,,,7.1,,,1974.0,2.0,1.0,,1974-02-01,3.0,12.0,33.1,4.0,1.0,40.0,,0.0,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-7.4,155.6,4.5,4.0,,2.2,2.0,,,,,right_only,150,530.0,1974-02-01
,,,,6.7,,,1974.0,5.0,8.0,,1974-05-08,23.0,33.0,25.2,4.0,1.0,2.0,,0.0,JAPAN,,85.0,TOKAIDO,34.6,138.7,0.2,5.0,,-2.3,-2.5,,,,,right_only,151,109.0,1974-05-08
,,,,6.7,,,1974.0,9.0,27.0,,1974-09-27,5.0,47.0,29.4,4.0,1.0,43.0,,0.0,RUSSIA,,86.0,S. KURIL ISLANDS,43.2,146.7,0.37,3.0,,0.6,-1.0,,,,,right_only,152,294.0,1974-09-27
,,,,8.1,,,1974.0,10.0,3.0,,1974-10-03,14.0,21.0,29.1,4.0,1.0,13.0,,0.0,PERU,,89.0,CENTRAL PERU,-12.27,-77.79,0.92,35.0,,0.8,1.0,,,,,right_only,153,16682.0,1974-10-03
,,,,7.7,,,1975.0,5.0,26.0,,1975-05-26,9.0,11.0,51.5,4.0,1.0,33.0,,0.0,ATLANTIC OCEAN,,73.0,AZORES GIBRALTAR FRACTURE ZONE,35.997,-17.649,0.76,5.0,,,,,,,,right_only,154,1846.0,1975-05-26
,,,,7.0,,,1975.0,6.0,10.0,,1975-06-10,13.0,47.0,14.5,4.0,1.0,15.0,,0.0,RUSSIA,,86.0,S. KURIL ISLANDS,43.023999999999994,147.734,5.5,52.0,,2.3,2.0,,,,,right_only,155,5689.0,1975-06-10
,,,,7.9,,,1975.0,7.0,20.0,,1975-07-20,14.0,37.0,39.9,4.0,1.0,49.0,,0.0,PAPUA NEW GUINEA,,82.0,SOLOMON SEA,-6.59,155.054,2.0,18.0,,1.0,1.0,,,,,right_only,156,5629.0,1975-07-20
,,,,7.6,,,1975.0,10.0,31.0,,1975-10-31,8.0,28.0,2.6,4.0,1.0,50.0,,0.0,PHILIPPINES,,84.0,PHILIPPINE TRENCH,12.54,125.993,3.0,28.0,,-0.7,-1.5,1.0,,,,right_only,157,4578.0,1975-10-31
,,,,7.7,,,1975.0,11.0,29.0,,1975-11-29,14.0,47.0,40.9,4.0,3.0,2.0,3407.0,1.0,USA,HI,80.0,HAWAII,19.451,-155.033,14.3,76.0,,3.0,3.0,2.0,,19.0,1.5,right_only,158,7846.0,1975-11-29
,,,,4.9,,,1975.0,12.0,16.0,,1975-12-16,21.0,1.0,39.0,3.0,3.0,33.0,,0.0,FIJI,,81.0,FIJI ISLANDS,-18.672,178.46400000000003,0.25,1.0,,,,,,,,right_only,159,64.0,1975-12-16
,,,,7.8,,,1975.0,12.0,26.0,,1975-12-26,15.0,56.0,38.7,4.0,1.0,33.0,,0.0,SAMOA,,81.0,SAMOA ISLANDS,-16.265,-172.467,0.38,3.0,,-0.3,,,,,,right_only,160,990.0,1975-12-26
,,,,8.0,,,1976.0,1.0,14.0,,1976-01-14,16.0,47.0,33.5,4.0,1.0,33.0,,0.0,NEW ZEALAND,,81.0,KERMADEC ISLANDS,-28.427,-177.657,0.9,15.0,,-0.1,,,,,,right_only,161,10149.0,1976-01-14
,,,,7.0,,,1976.0,1.0,21.0,,1976-01-21,10.0,5.0,24.1,4.0,1.0,41.0,,0.0,RUSSIA,,86.0,S. KURIL ISLANDS,44.915,149.123,0.38,5.0,,-1.3,-2.5,,,,,right_only,162,474.0,1976-01-21
,,,,7.5,,,1976.0,2.0,4.0,,1976-02-04,9.0,1.0,43.4,4.0,1.0,5.0,,0.0,GUATEMALA,,74.0,GUATEMALA,15.324000000000002,-89.101,0.12,1.0,,,,,,,,right_only,163,139.0,1976-02-04
,,,,8.0,,,1976.0,8.0,16.0,,1976-08-16,16.0,11.0,7.3,4.0,1.0,33.0,,0.0,PHILIPPINES,,84.0,MORO GULF,6.292000000000001,124.09,9.0,28.0,,2.3,2.5,6800.0,,6500.0,134.0,right_only,164,3569.0,1976-08-16
,,,,7.6,,,1977.0,4.0,2.0,,1977-04-02,7.0,15.0,22.7,4.0,1.0,33.0,,0.0,SAMOA,,81.0,SAMOA ISLANDS,-16.695999999999998,-172.095,0.08,2.0,,-3.3,-2.0,,,,,right_only,165,321.0,1977-04-02
,,,,6.8,,,1977.0,4.0,20.0,,1977-04-20,23.0,13.0,10.4,4.0,1.0,33.0,,0.0,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-9.828,163.32299999999998,0.15,6.0,,-3.3,-1.0,,,,,right_only,166,2747.0,1977-04-20
,,,,7.6,,,1977.0,4.0,20.0,,1977-04-20,23.0,42.0,50.5,4.0,1.0,19.0,,0.0,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-9.89,160.34799999999998,,1.0,,,,,,,,right_only,167,190.0,1977-04-20
,,,,8.1,,,1977.0,4.0,21.0,,1977-04-21,4.0,24.0,9.6,4.0,1.0,33.0,,0.0,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-9.965,160.731,0.04,5.0,,-3.3,-1.5,,,,,right_only,168,3023.0,1977-04-21
,,,,7.2,,,1977.0,6.0,22.0,,1977-06-22,12.0,8.0,33.4,4.0,1.0,65.0,,0.0,TONGA,,81.0,TONGA TRENCH,-22.878,-175.9,0.4,19.0,,,,,,,,right_only,169,8777.0,1977-06-22
,,,,8.0,,,1977.0,8.0,19.0,,1977-08-19,6.0,8.0,55.2,4.0,1.0,33.0,,0.0,INDONESIA,,60.0,SUNDA ISLANDS,-11.085,118.464,15.0,15.0,,3.9,3.0,189.0,,75.0,1.2,right_only,170,1082.0,1977-08-19
1977-08-28T20:10:05.000Z,-1.081,146.23,33.0,5.5,"Admiralty Islands region, Papua New Guinea",earthquake,1977.0,8.0,28.0,1977-08-28,1977-08-28,20.0,10.0,5.0,2.0,1.0,33.0,,0.0,PAPUA NEW GUINEA,,82.0,ADMIRALTY ISLANDS,-1.081,146.23,0.6,1.0,,-0.7,-0.5,,,,,both,171,165.0,1977-08-28
,,,,7.2,,,1977.0,10.0,10.0,,1977-10-10,11.0,53.0,53.6,2.0,1.0,33.0,,0.0,TONGA,,81.0,TONGA TRENCH,-25.855999999999998,-175.40599999999998,0.03,2.0,,,-3.0,,,,,right_only,172,1379.0,1977-10-10
,,,,6.7,,,1978.0,3.0,22.0,,1978-03-22,0.0,50.0,32.2,4.0,1.0,33.0,,0.0,RUSSIA,,86.0,S. KURIL ISLANDS,44.026,149.002,0.07,2.0,,0.1,-2.5,,,,,right_only,174,289.0,1978-03-22
,,,,6.6,,,1978.0,3.0,22.0,,1978-03-22,21.0,34.0,33.4,4.0,1.0,33.0,,0.0,RUSSIA,,86.0,S. KURIL ISLANDS,44.14,149.029,0.05,2.0,,,-3.0,,,,,right_only,175,253.0,1978-03-22
,,,,6.8,,,1978.0,3.0,23.0,,1978-03-23,0.0,31.0,2.1,4.0,1.0,46.0,,0.0,RUSSIA,,86.0,S. KURIL ISLANDS,44.208999999999996,148.971,0.17,4.0,,-2.3,-1.5,,,,,right_only,176,713.0,1978-03-23
,,,,7.5,,,1978.0,3.0,23.0,,1978-03-23,3.0,15.0,20.3,4.0,1.0,33.0,,0.0,RUSSIA,,86.0,S. KURIL ISLANDS,44.931999999999995,148.439,0.3,15.0,,-2.3,0.0,,,,,right_only,177,2060.0,1978-03-23
,,,,7.6,,,1978.0,3.0,24.0,,1978-03-24,19.0,47.0,50.7,4.0,1.0,33.0,,0.0,RUSSIA,,86.0,S. KURIL ISLANDS,44.244,148.862,0.65,20.0,,-1.7,0.0,,,,,right_only,178,3480.0,1978-03-24
,,,,7.7,,,1978.0,6.0,12.0,,1978-06-12,8.0,14.0,26.4,4.0,1.0,44.0,,0.0,JAPAN,,85.0,SANRIKU,38.19,142.03,0.6,31.0,,,0.5,,,,,right_only,179,640.0,1978-06-12
,,,,6.9,,,1978.0,6.0,14.0,,1978-06-14,12.0,32.0,33.9,3.0,1.0,24.0,,0.0,PHILIPPINES,,84.0,"MINDANAO ISLAND, PHILIPPINES",8.249,122.40299999999999,0.03,1.0,,-3.3,,,,,,right_only,180,289.0,1978-06-14
1978-06-20T20:03:21.000Z,40.739000000000004,23.229,3.0,6.4,Greece,earthquake,1978.0,6.0,20.0,1978-06-20,1978-06-20,20.0,3.0,21.0,2.0,1.0,3.0,,0.0,GREECE,,50.0,"THESSALONIKI (SALONICA), GREECE",40.739000000000004,23.229,0.45,5.0,,,2.0,,,,,both,181,639.0,1978-06-20
,,,,7.4,,,1978.0,7.0,23.0,,1978-07-23,14.0,42.0,36.9,3.0,1.0,17.0,,0.0,TAIWAN,,84.0,TAIWAN,22.281999999999996,121.512,0.05,1.0,,-3.3,-1.0,,,,,right_only,182,354.0,1978-07-23
,,,,4.4,,,1978.0,8.0,14.0,,1978-08-14,14.0,17.0,50.4,4.0,1.0,30.0,,0.0,SPAIN,,73.0,CADIZ,36.37,-6.98,0.12,1.0,,,1.0,,,,,right_only,183,63.0,1978-08-14
,,,,7.8,,,1978.0,11.0,29.0,,1978-11-29,19.0,52.0,47.6,2.0,1.0,18.0,,0.0,MEXICO,,88.0,MEXICO,16.01,-96.59100000000001,1.5,1.0,,0.6,,,,,,right_only,184,54.0,1978-11-29
,,,,6.4,,,1979.0,2.0,20.0,,1979-02-20,6.0,32.0,32.2,4.0,1.0,10.0,,0.0,JAPAN,,85.0,"IWATE, JAPAN",40.232,143.703,0.12,11.0,,-1.7,,,,,,right_only,185,440.0,1979-02-20
,,,,7.5,,,1979.0,2.0,28.0,,1979-02-28,21.0,27.0,8.1,4.0,3.0,15.0,,0.0,USA,AK,87.0,"SE. ALASKA, AK",60.691,-141.671,0.15,2.0,,-1.7,,,,,,right_only,186,544.0,1979-02-28
,,,,7.6,,,1979.0,3.0,14.0,,1979-03-14,11.0,7.0,16.3,4.0,1.0,49.0,,0.0,MEXICO,,88.0,S. MEXICO,17.813,-101.27600000000001,1.3,3.0,,-3.3,,,,,,right_only,187,8407.0,1979-03-14
,,,,6.9,,,1979.0,4.0,15.0,,1979-04-15,6.0,19.0,44.1,4.0,1.0,10.0,,0.0,MONTENEGRO,,50.0,MONTENEGRO,42.096000000000004,19.209,0.6,3.0,,,1.0,,,,,right_only,188,110.0,1979-04-15
,,,,7.9,,,1979.0,9.0,12.0,,1979-09-12,5.0,17.0,51.4,4.0,1.0,5.0,,0.0,INDONESIA,,83.0,IRIAN JAYA,-1.679,136.04,2.0,2.0,,1.0,,100.0,,,,right_only,189,59.0,1979-09-12
,,,,6.9,,,1979.0,11.0,16.0,,1979-11-16,15.0,21.0,25.7,2.0,1.0,33.0,,0.0,FIJI,,81.0,FIJI ISLANDS,-16.76,179.984,,1.0,,,,,,,,right_only,190,17.0,1979-11-16
,,,,7.7,,,1979.0,12.0,12.0,,1979-12-12,7.0,59.0,3.3,4.0,1.0,24.0,,1.0,COLOMBIA,,89.0,"COLOMBIA: OFF SHORE, PACIFIC OCEAN",1.598,-79.358,6.0,53.0,,2.3,2.5,600.0,,20000.0,8.0,right_only,191,15483.0,1979-12-12
,,,,6.9,,,1980.0,1.0,1.0,,1980-01-01,16.0,42.0,42.1,4.0,1.0,13.0,,0.0,PORTUGAL,,73.0,AZORES,38.727,-27.75,0.41,1.0,,,1.0,,,,,right_only,192,46.0,1980-01-01
,,,,7.0,,,1980.0,2.0,23.0,,1980-02-23,5.0,51.0,3.2,4.0,1.0,44.0,,0.0,RUSSIA,,86.0,S. KURIL ISLANDS,43.53,146.753,0.16,10.0,,-0.7,-2.0,,,,,right_only,193,730.0,1980-02-23
,,,,6.2,,,1980.0,6.0,29.0,,1980-06-29,7.0,20.0,5.5,4.0,1.0,15.0,,0.0,JAPAN,,85.0,HONSHU ISLAND,34.808,139.181,0.56,16.0,,-0.7,,,,,,right_only,194,459.0,1980-06-29
,,,,7.9,,,1980.0,7.0,17.0,,1980-07-17,19.0,42.0,23.2,4.0,1.0,33.0,,0.0,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-12.525,165.916,0.14,34.0,,-1.7,,,,,,right_only,195,6552.0,1980-07-17
,,,,7.7,,,1980.0,10.0,10.0,,1980-10-10,12.0,25.0,23.5,4.0,3.0,10.0,,0.0,ALGERIA,,50.0,EL ASNAM,36.195,1.354,0.7,6.0,,,2.0,,,,,right_only,196,611.0,1980-10-10
,,,,6.7,,,1981.0,2.0,24.0,,1981-02-24,20.0,53.0,38.4,4.0,1.0,33.0,,0.0,GREECE,,50.0,ATHENS-EASTERN GULF OF CORINTH,38.222,22.934,0.3,4.0,,,3.0,,,,,right_only,198,108.0,1981-02-24
,,,,7.6,,,1981.0,5.0,25.0,,1981-05-25,5.0,25.0,14.4,4.0,1.0,33.0,,0.0,NEW ZEALAND,,81.0,NEW ZEALAND,-48.786,164.357,0.3,1.0,,-1.7,,,,,,right_only,199,528.0,1981-05-25
,,,,7.7,,,1981.0,9.0,1.0,,1981-09-01,9.0,29.0,31.5,4.0,1.0,25.0,,0.0,SAMOA,,81.0,SAMOA ISLANDS,-14.96,-173.085,1.0,4.0,,-3.3,-2.0,,,,,right_only,200,269.0,1981-09-01
,,,,7.3,,,1981.0,10.0,25.0,,1981-10-25,3.0,22.0,15.5,4.0,1.0,28.0,,0.0,MEXICO,,88.0,MEXICO,18.084,-102.084,0.09,1.0,,,,,,,,right_only,201,269.0,1981-10-25
,,,,7.1,,,1982.0,1.0,11.0,,1982-01-11,6.0,10.0,6.4,2.0,1.0,46.0,,0.0,PHILIPPINES,,84.0,PHILIPPINES,13.752,124.35799999999999,0.1,1.0,,,,,,,,right_only,202,94.0,1982-01-11
,,,,6.9,,,1982.0,3.0,21.0,,1982-03-21,2.0,32.0,7.7,4.0,1.0,44.0,,0.0,JAPAN,,85.0,HOKKAIDO ISLAND,42.158,142.361,1.3,31.0,,0.4,,,,,,right_only,203,435.0,1982-03-21
,,,,7.2,,,1982.0,7.0,23.0,,1982-07-23,14.0,23.0,53.5,4.0,1.0,37.0,,0.0,JAPAN,,85.0,"IBARAKI, JAPAN",36.194,141.702,0.4,22.0,,-1.3,-1.0,,,,,right_only,204,483.0,1982-07-23
,,,,7.5,,,1982.0,12.0,19.0,,1982-12-19,17.0,43.0,54.8,4.0,1.0,33.0,,0.0,TONGA,,81.0,KERMADEC ISLANDS,-24.133000000000003,-175.864,0.2,4.0,,-2.3,,,,,,right_only,205,5416.0,1982-12-19
,,,,6.4,,,1982.0,12.0,28.0,,1982-12-28,6.0,37.0,42.5,4.0,1.0,22.0,,0.0,JAPAN,,85.0,S. OF HONSHU ISLAND,33.826,139.434,0.19,1.0,,-1.3,-1.0,,,,,right_only,206,86.0,1982-12-28
,,,,6.9,,,1983.0,3.0,12.0,,1983-03-12,1.0,36.0,35.8,4.0,1.0,17.0,,0.0,INDONESIA,,83.0,BANDA SEA,-4.056,127.92399999999999,3.0,1.0,,1.6,1.5,,,,,right_only,208,52.0,1983-03-12
