time,latitude,longitude,depth,mag,place,type,Year,Mo,Dy,Date,timestamp,Hr,Mn,Sec,Val,Tsunami Cause Code,Focal Depth (km),Vol,Deposits,Country,Area,Region,Location Name,lat,long,Maximum Water Height (m),Number of Runups,Tsunami Magnitude (Abe),Tsunami Magnitude (Iida),Tsunami Intensity,Deaths,Missing,Injuries,Damage ($Mil),_merge,gid,Max Distance,timestamp2
,,,,7.9,,,1996.0,6.0,10.0,,1996-06-10,4.0,3.0,35.4,4.0,1.0,33.0,,0.0,USA,AK,87.0,"ANDREANOF ISLANDS, AK",51.56399999999999,-177.632,0.51,64.0,,,0.5,,,,,right_only,313,13880.0,1996-06-10
1996-06-10T15:24:56.000Z,51.478,-176.847,26.3,7.3,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,1996.0,6.0,10.0,1996-06-10,1996-06-10,15.0,24.0,56.0,4.0,1.0,24.0,,0.0,USA,AK,87.0,"ANDREANOF ISLANDS, AK",51.478,-176.847,0.18,1.0,,-3.3,-1.5,,,,,both,314,45.0,1996-06-10
,,,,5.7,,,1996.0,9.0,4.0,,1996-09-04,18.0,16.0,1.9,4.0,1.0,33.0,,0.0,JAPAN,,85.0,HONSHU ISLAND,31.555,139.931,0.3,14.0,,-2.3,-2.0,,,,,right_only,315,1065.0,1996-09-04
,,,,6.9,,,1996.0,9.0,5.0,,1996-09-05,8.0,14.0,14.4,4.0,1.0,10.0,,0.0,CHILE,,89.0,EASTER ISLAND REGION,-22.118000000000002,-113.436,0.09,2.0,,-3.3,-2.5,,,,,right_only,316,3615.0,1996-09-05
1996-09-05T23:42:06.150Z,21.898000000000003,121.49799999999999,20.0,6.8,Taiwan region,earthquake,1996.0,9.0,5.0,1996-09-05,1996-09-05,23.0,42.0,6.0,4.0,1.0,20.0,,0.0,TAIWAN,,84.0,TAIWAN REGION,21.898000000000003,121.49799999999999,0.11,3.0,,,,,,,,both,317,336.0,1996-09-05
,,,,6.6,,,1996.0,10.0,18.0,,1996-10-18,10.0,50.0,20.8,4.0,1.0,10.0,,0.0,JAPAN,,85.0,KYUSHU ISLAND,30.568,131.093,0.2,1.0,,-2.3,-2.5,,,,,right_only,318,20.0,1996-10-18
,,,,6.7,,,1996.0,10.0,19.0,,1996-10-19,14.0,44.0,40.7,4.0,1.0,22.0,,0.0,JAPAN,,85.0,KYUSHU ISLAND,31.885,131.468,0.55,6.0,,0.1,0.5,,,,,right_only,319,296.0,1996-10-19
1996-11-12T16:59:44.030Z,-14.993,-75.675,33.0,7.7,near the coast of central Peru,earthquake,1996.0,11.0,12.0,1996-11-12,1996-11-12,16.0,59.0,44.0,4.0,1.0,33.0,,0.0,PERU,,89.0,S. PERU,-14.993,-75.675,0.4,3.0,,-1.7,-1.0,,,,,both,320,1433.0,1996-11-12
,,,,6.7,,,1996.0,12.0,2.0,,1996-12-02,22.0,17.0,59.2,4.0,1.0,49.0,,0.0,JAPAN,,85.0,SEA OF JAPAN,31.789,131.314,0.2,4.0,,-2.3,-2.0,,,,,right_only,321,314.0,1996-12-02
,,,,7.7,,,1997.0,4.0,21.0,,1997-04-21,12.0,2.0,26.4,4.0,1.0,33.0,,0.0,SOLOMON ISLANDS,,82.0,SANTA CRUZ IS. VANUATU,-12.584000000000001,166.676,3.0,41.0,,-2.3,-2.0,,,,,right_only,322,6599.0,1997-04-21
,,,,7.0,,,1997.0,7.0,9.0,,1997-07-09,19.0,24.0,13.1,3.0,1.0,20.0,,0.0,VENEZUELA,,74.0,CARIACO-CUMANA,10.597999999999999,-63.486000000000004,,1.0,,,,,,,,right_only,323,298.0,1997-07-09
,,,,6.2,,,1997.0,9.0,30.0,,1997-09-30,6.0,27.0,24.7,4.0,1.0,10.0,,0.0,JAPAN,,85.0,S. OF HONSHU ISLAND,31.959,141.878,0.03,1.0,,,,,,,,right_only,324,542.0,1997-09-30
,,,,7.7,,,1997.0,10.0,14.0,,1997-10-14,9.0,53.0,18.1,4.0,1.0,167.0,,0.0,TONGA,,81.0,TONGA ISLANDS,-22.1,-176.77,0.1,1.0,,,,,,,,right_only,325,668.0,1997-10-14
,,,,7.8,,,1997.0,12.0,5.0,,1997-12-05,11.0,26.0,54.6,4.0,1.0,33.0,,0.0,RUSSIA,,86.0,KAMCHATKA,54.841,162.035,8.0,18.0,,0.6,0.5,,,,,right_only,326,5306.0,1997-12-05
,,,,7.5,,,1998.0,5.0,3.0,,1998-05-03,23.0,30.0,21.9,4.0,1.0,33.0,,0.0,TAIWAN,,84.0,TAIWAN:  SOUTHEAST OF,22.305999999999997,125.30799999999999,0.13,14.0,,,,,,,,right_only,327,1990.0,1998-05-03
,,,,7.0,,,1998.0,7.0,17.0,,1998-07-17,8.0,49.0,16.1,4.0,3.0,25.0,,20.0,PAPUA NEW GUINEA,,82.0,PAPUA NEW GUINEA,-2.943,142.582,15.03,93.0,,,,1636.0,,1000.0,,right_only,328,5410.0,1998-07-17
,,,,7.7,,,1998.0,11.0,29.0,,1998-11-29,14.0,10.0,31.9,2.0,1.0,33.0,,0.0,INDONESIA,,83.0,"TALIABU ISLAND,",-2.0709999999999997,124.891,2.75,1.0,,,,,,,,right_only,329,30.0,1998-11-29
,,,,7.6,,,1999.0,8.0,17.0,,1999-08-17,0.0,1.0,39.1,4.0,1.0,13.0,,4.0,TURKEY,,50.0,"KOCAELI, TURKEY",40.76,29.97,2.52,26.0,,,,155.0,,,,right_only,330,48.0,1999-08-17
,,,,7.5,,,1999.0,11.0,26.0,,1999-11-26,13.0,21.0,15.5,4.0,1.0,33.0,,0.0,VANUATU,,82.0,VANUATU ISLANDS,-16.423,168.21400000000003,6.6,53.0,,,,5.0,,,,right_only,331,9423.0,1999-11-26
,,,,5.5,,,2000.0,4.0,5.0,,2000-04-05,4.0,36.0,59.8,2.0,1.0,38.0,,0.0,GREECE,,50.0,CRETE,34.22,25.69,0.5,1.0,,,,,,,,right_only,332,133.0,2000-04-05
,,,,7.6,,,2000.0,5.0,4.0,,2000-05-04,4.0,21.0,16.2,4.0,1.0,26.0,,0.0,INDONESIA,,83.0,SULAWESI,-1.105,123.573,6.0,2.0,,,,,,,,right_only,333,63.0,2000-05-04
,,,,7.9,,,2000.0,6.0,18.0,,2000-06-18,14.0,44.0,13.3,4.0,1.0,10.0,,0.0,AUSTRALIA,,60.0,SOUTH INDIAN OCEAN,-13.802,97.45299999999999,0.3,1.0,,,,,,,,right_only,334,197.0,2000-06-18
,,,,6.1,,,2000.0,7.0,1.0,,2000-07-01,7.0,1.0,55.5,4.0,1.0,10.0,5104.0,1.0,JAPAN,,85.0,"KOZU-SHIMA ISLAND, HONSHU",34.221,139.131,0.07,4.0,,,,,,,,right_only,335,100.0,2000-07-01
,,,,6.1,,,2000.0,7.0,15.0,,2000-07-15,1.0,30.0,30.5,4.0,1.0,10.0,,0.0,JAPAN,,85.0,HONSHU: S COAST,34.319,139.26,0.07,1.0,,,,,,,,right_only,336,53.0,2000-07-15
,,,,6.5,,,2000.0,7.0,30.0,,2000-07-30,12.0,25.0,45.5,4.0,1.0,10.0,,0.0,JAPAN,,85.0,HONSHU: S COAST,33.900999999999996,139.376,0.14,1.0,,,,,,,,right_only,337,21.0,2000-07-30
,,,,8.0,,,2000.0,11.0,16.0,,2000-11-16,4.0,54.0,55.9,4.0,1.0,17.0,,0.0,PAPUA NEW GUINEA,,82.0,BISMARCK SEA,-4.001,152.327,3.0,9.0,,,,,,,,right_only,338,716.0,2000-11-16
,,,,7.7,,,2001.0,1.0,13.0,,2001-01-13,17.0,33.0,32.3,3.0,1.0,60.0,,0.0,EL SALVADOR,,88.0,EL SALVADOR,13.049000000000001,-88.66,0.25,1.0,,,,,,,,right_only,339,139.0,2001-01-13
,,,,8.4,,,2001.0,6.0,23.0,,2001-06-23,20.0,33.0,14.1,4.0,1.0,33.0,,4.0,PERU,,89.0,S. PERU,-16.265,-73.641,8.8,151.0,,,,26.0,70.0,,,right_only,340,17836.0,2001-06-23
2001-10-12T05:02:34.000Z,52.63,-132.2,20.0,6.1,"Haida Gwaii, Canada",earthquake,2001.0,10.0,12.0,2001-10-12,2001-10-12,5.0,2.0,34.0,4.0,1.0,20.0,,0.0,CANADA,BC,88.0,QUEEN CHARLOTTE ISLANDS,52.63,-132.2,0.11,4.0,,,,,,,,both,341,652.0,2001-10-12
,,,,6.8,,,2001.0,12.0,18.0,,2001-12-18,4.0,2.0,58.2,4.0,1.0,14.0,,0.0,TAIWAN,,84.0,TAIWAN,23.954,122.734,0.12,4.0,,,,,,,,right_only,342,151.0,2001-12-18
,,,,7.2,,,2002.0,1.0,2.0,,2002-01-02,17.0,22.0,48.7,4.0,1.0,21.0,,0.0,VANUATU,,82.0,VANUATU ISLANDS,-17.6,167.856,3.0,2.0,,-4.64,-4.14,,,,,right_only,343,51.0,2002-01-02
,,,,7.5,,,2002.0,3.0,5.0,,2002-03-05,21.0,16.0,9.1,4.0,1.0,31.0,,0.0,PHILIPPINES,,84.0,"MINDANAO ISLAND, PHILIPPINES",6.0329999999999995,124.249,3.0,3.0,,,,,,,,right_only,344,41.0,2002-03-05
,,,,6.4,,,2002.0,3.0,26.0,,2002-03-26,3.0,45.0,48.7,3.0,1.0,33.0,,0.0,JAPAN,,85.0,JAPAN,23.346,124.09,0.05,3.0,,,,,,,,right_only,345,169.0,2002-03-26
,,,,7.1,,,2002.0,3.0,31.0,,2002-03-31,6.0,52.0,50.4,4.0,1.0,33.0,,0.0,TAIWAN,,84.0,TAIWAN,24.279,122.179,0.2,11.0,,,,,,,,right_only,346,219.0,2002-03-31
,,,,7.6,,,2002.0,9.0,8.0,,2002-09-08,18.0,44.0,25.5,4.0,1.0,13.0,,0.0,PAPUA NEW GUINEA,,82.0,BISMARCK SEA,-3.26,142.94,5.5,88.0,,0.58,1.08,,,,,right_only,347,4259.0,2002-09-08
,,,,6.5,,,2002.0,9.0,13.0,,2002-09-13,22.0,28.0,29.4,4.0,1.0,21.0,,0.0,INDIA,,60.0,"ANDAMAN ISLANDS, INDIA",13.036,93.068,,4.0,,,,,,,,right_only,348,155.0,2002-09-13
2003-01-20T08:43:06.070Z,-10.491,160.77,33.0,7.3,Solomon Islands,earthquake,2003.0,1.0,20.0,2003-01-20,2003-01-20,8.0,43.0,6.0,4.0,1.0,33.0,,0.0,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-10.491,160.77,2.0,2.0,,,,,,,,both,349,148.0,2003-01-20
,,,,7.5,,,2003.0,1.0,22.0,,2003-01-22,2.0,6.0,34.6,4.0,1.0,24.0,,1.0,MEXICO,,88.0,S. MEXICO,18.77,-104.104,0.61,6.0,,,0.5,,,,,right_only,350,4115.0,2003-01-22
,,,,6.8,,,2003.0,5.0,21.0,,2003-05-21,18.0,44.0,20.1,4.0,1.0,12.0,,1.0,ALGERIA,,50.0,N. ALGERIA,36.964,3.634,3.0,39.0,,1.0,1.5,,,,,right_only,351,940.0,2003-05-21
,,,,5.7,,,2003.0,5.0,27.0,,2003-05-27,17.0,11.0,28.8,4.0,1.0,8.0,,0.0,ALGERIA,,50.0,ALGIERS,36.939,3.5780000000000003,0.08,2.0,,,,,,,,right_only,352,333.0,2003-05-27
,,,,7.2,,,2003.0,8.0,21.0,,2003-08-21,12.0,12.0,49.7,4.0,3.0,28.0,,0.0,NEW ZEALAND,,81.0,SOUTH ISLAND,-45.104,167.144,0.15,2.0,,,,,,,,right_only,353,1817.0,2003-08-21
,,,,8.3,,,2003.0,9.0,25.0,,2003-09-25,19.0,50.0,6.3,4.0,1.0,27.0,,1.0,JAPAN,,85.0,HOKKAIDO ISLAND,41.815,143.91,4.4,268.0,,,,2.0,,,,right_only,354,7884.0,2003-09-25
,,,,7.0,,,2003.0,10.0,31.0,,2003-10-31,1.0,6.0,28.2,4.0,1.0,10.0,,0.0,JAPAN,,85.0,E. HONSHU ISLAND,37.812,142.619,0.32,4.0,,,,,,,,right_only,355,212.0,2003-10-31
,,,,7.8,,,2003.0,11.0,17.0,,2003-11-17,6.0,43.0,6.8,4.0,1.0,33.0,,0.0,USA,AK,87.0,"RAT ISLANDS, ALEUTIAN ISLANDS, AK",51.146,178.65,0.33,20.0,,,,,,,,right_only,356,14914.0,2003-11-17
,,,,6.1,,,2003.0,12.0,27.0,,2003-12-27,4.0,55.0,25.4,4.0,1.0,10.0,,0.0,NEW CALEDONIA,,82.0,LOYALTY ISLANDS,-22.107,169.35,0.15,2.0,,,,,,,,right_only,357,496.0,2003-12-27
,,,,6.7,,,2004.0,1.0,28.0,,2004-01-28,22.0,15.0,30.7,4.0,1.0,17.0,,0.0,INDONESIA,,83.0,SERAM ISLAND,-3.12,127.4,,1.0,,,,,,,,right_only,358,39.0,2004-01-28
,,,,5.3,,,2004.0,2.0,11.0,,2004-02-11,8.0,15.0,3.8,4.0,1.0,27.0,,1.0,JORDAN,,50.0,DEAD SEA,31.675,35.551,1.0,1.0,,,,,,,,right_only,359,11.0,2004-02-11
,,,,7.2,,,2004.0,9.0,5.0,,2004-09-05,10.0,7.0,7.8,4.0,1.0,14.0,,0.0,JAPAN,,85.0,SOUTH COAST HONSHU ISLAND,33.07,136.618,0.63,12.0,,,,,,,,right_only,360,854.0,2004-09-05
,,,,7.4,,,2004.0,9.0,5.0,,2004-09-05,14.0,57.0,18.6,4.0,1.0,10.0,,0.0,JAPAN,,85.0,SOUTH COAST HONSHU ISLAND,33.184,137.071,0.93,24.0,,,,,,,,right_only,361,837.0,2004-09-05
,,,,6.6,,,2004.0,11.0,2.0,,2004-11-02,10.0,2.0,12.8,4.0,1.0,10.0,,0.0,CANADA,BC,88.0,VANCOUVER ISLAND,49.277,-128.77200000000002,0.06,2.0,,,,,,,,right_only,362,269.0,2004-11-02
,,,,7.5,,,2004.0,11.0,11.0,,2004-11-11,21.0,26.0,41.1,4.0,1.0,10.0,,0.0,INDONESIA,,60.0,KEPULAUAN ALOR,-8.152000000000001,124.868,2.0,3.0,,,,,,,,right_only,363,89.0,2004-11-11
,,,,6.3,,,2004.0,11.0,21.0,,2004-11-21,11.0,41.0,7.7,4.0,1.0,14.0,,1.0,GUADELOUPE (FRENCH TERRITORY),,74.0,"BASSE-TERRE, LES SAINTES",15.679,-61.706,0.7,7.0,,,,,,,,right_only,364,36.0,2004-11-21
,,,,7.1,,,2004.0,11.0,22.0,,2004-11-22,20.0,26.0,23.9,4.0,1.0,10.0,,0.0,NEW ZEALAND,,81.0,PUYSEGUR TRENCH,-46.676,164.72099999999998,,1.0,,,,,,,,right_only,365,,2004-11-22
,,,,7.0,,,2004.0,11.0,28.0,,2004-11-28,18.0,32.0,14.1,4.0,1.0,39.0,,0.0,JAPAN,,85.0,HOKKAIDO ISLAND,43.006,145.119,0.12,2.0,,,,,,,,right_only,366,61.0,2004-11-28
,,,,8.1,,,2004.0,12.0,23.0,,2004-12-23,14.0,59.0,4.4,4.0,1.0,10.0,,0.0,AUSTRALIA,,81.0,MACQUARIE ISLAND,-49.312,161.345,0.3,4.0,,,,,,,,right_only,367,1859.0,2004-12-23
,,,,9.1,,,2004.0,12.0,26.0,,2004-12-26,0.0,58.0,53.4,4.0,1.0,30.0,,143.0,INDONESIA,,60.0,OFF W. COAST OF SUMATRA,3.3160000000000003,95.854,50.9,1655.0,,,,227899.0,,,10000.0,right_only,368,19267.0,2004-12-26
,,,,6.6,,,2005.0,1.0,19.0,,2005-01-19,6.0,11.0,36.4,4.0,1.0,28.0,,0.0,JAPAN,,85.0,E. HONSHU ISLAND,34.064,141.491,0.39,11.0,,,,,,,,right_only,369,532.0,2005-01-19
,,,,5.8,,,2005.0,2.0,14.0,,2005-02-14,18.0,5.0,59.3,3.0,1.0,12.0,,0.0,GUADELOUPE (FRENCH TERRITORY),,74.0,DOMINICA PASSAGE,15.775,-61.744,,2.0,,,,,,,,right_only,370,16.0,2005-02-14
,,,,8.6,,,2005.0,3.0,28.0,,2005-03-28,16.0,9.0,36.5,4.0,1.0,30.0,,1.0,INDONESIA,,60.0,INDONESIA,2.085,97.10799999999999,4.2,64.0,,,,10.0,,,,right_only,371,9032.0,2005-03-28
,,,,6.7,,,2005.0,4.0,10.0,,2005-04-10,10.0,29.0,11.2,4.0,1.0,19.0,,0.0,INDONESIA,,60.0,KEPULAUAN MENTAWAI,-1.6440000000000001,99.60700000000001,0.4,1.0,,,,,,,,right_only,372,112.0,2005-04-10
,,,,7.2,,,2005.0,6.0,15.0,,2005-06-15,2.0,50.0,53.1,4.0,1.0,10.0,,0.0,USA,CA,88.0,N. CALIFORNIA,41.301,-125.97,0.1,5.0,,,,,,,,right_only,373,873.0,2005-06-15
,,,,7.2,,,2005.0,8.0,16.0,,2005-08-16,2.0,46.0,28.4,4.0,1.0,36.0,,0.0,JAPAN,,85.0,E. COAST HONSHU ISLAND,38.275999999999996,142.039,0.05,1.0,,,,,,,,right_only,374,43.0,2005-08-16
,,,,7.0,,,2005.0,11.0,14.0,,2005-11-14,21.0,38.0,51.4,4.0,1.0,11.0,,0.0,JAPAN,,85.0,E. COAST HONSHU ISLAND,38.107,144.89600000000002,0.42,1.0,,,,,,,,right_only,375,292.0,2005-11-14
,,,,6.7,,,2006.0,3.0,14.0,,2006-03-14,6.0,57.0,33.8,4.0,1.0,30.0,,0.0,INDONESIA,,83.0,SERAM ISLAND,-3.595,127.214,3.5,1.0,,,,4.0,,,,right_only,376,35.0,2006-03-14
,,,,8.0,,,2006.0,5.0,3.0,,2006-05-03,15.0,26.0,40.2,4.0,1.0,55.0,,0.0,TONGA,,81.0,TONGA,-20.187,-174.123,0.27,53.0,,,,,,,,right_only,377,10366.0,2006-05-03
,,,,7.7,,,2006.0,7.0,17.0,,2006-07-17,8.0,19.0,28.7,4.0,1.0,34.0,,3.0,INDONESIA,,60.0,SOUTH OF JAVA,-9.254,107.411,20.9,202.0,8.1,,,802.0,,498.0,55.0,right_only,378,5723.0,2006-07-17
,,,,6.9,,,2006.0,9.0,28.0,,2006-09-28,6.0,22.0,9.7,4.0,1.0,28.0,,0.0,SAMOA,,81.0,SAMOA ISLANDS,-16.592,-172.033,0.08,1.0,,,,,,,,right_only,379,295.0,2006-09-28
,,,,6.7,,,2006.0,10.0,15.0,,2006-10-15,17.0,7.0,49.2,4.0,1.0,39.0,,0.0,USA,HI,80.0,HAWAII,19.878,-155.935,0.1,1.0,,,,,,,,right_only,380,21.0,2006-10-15
,,,,8.3,,,2006.0,11.0,15.0,,2006-11-15,11.0,14.0,13.5,4.0,1.0,10.0,,3.0,RUSSIA,,86.0,S. KURIL ISLANDS,46.592,153.266,21.9,258.0,,,,,,1.0,,right_only,381,16287.0,2006-11-15
,,,,7.0,,,2006.0,12.0,26.0,,2006-12-26,12.0,26.0,21.4,4.0,1.0,10.0,,0.0,CHINA,,84.0,TAIWAN,21.799,120.54700000000001,0.07,4.0,,,,,,,,right_only,382,1495.0,2006-12-26
,,,,8.1,,,2007.0,1.0,13.0,,2007-01-13,4.0,23.0,21.1,4.0,1.0,10.0,,1.0,RUSSIA,,86.0,S. KURIL ISLANDS,46.243,154.524,0.4,38.0,,,,,,,,right_only,383,15977.0,2007-01-13
,,,,7.1,,,2007.0,3.0,25.0,,2007-03-25,0.0,40.0,1.6,4.0,1.0,34.0,,0.0,VANUATU,,82.0,VANUATU ISLANDS,-20.616999999999997,169.357,0.08,2.0,,,,,,,,right_only,384,1601.0,2007-03-25
,,,,6.7,,,2007.0,3.0,25.0,,2007-03-25,0.0,41.0,57.8,4.0,1.0,8.0,,0.0,JAPAN,,85.0,HONSHU: W COAST,37.336,136.588,0.1,2.0,,,,,,,,right_only,385,86.0,2007-03-25
,,,,8.1,,,2007.0,4.0,1.0,,2007-04-01,20.0,39.0,56.3,4.0,1.0,10.0,,0.0,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-8.46,157.04399999999998,12.1,247.0,,,,50.0,,,,right_only,386,10127.0,2007-04-01
2007-07-16T01:13:22.370Z,37.535,138.446,12.0,6.6,"near the west coast of Honshu, Japan",earthquake,2007.0,7.0,16.0,2007-07-16,2007-07-16,1.0,13.0,22.0,4.0,1.0,10.0,,0.0,JAPAN,,85.0,HONSHU: W COAST,37.57,138.47799999999998,,1.0,,,,,,,,both,388,48.0,2007-07-16
,,,,6.2,,,2007.0,8.0,2.0,,2007-08-02,2.0,37.0,42.3,4.0,1.0,5.0,,0.0,RUSSIA,,86.0,TATAR STRAIT,47.11600000000001,141.798,3.2,18.0,,,,,,,,right_only,389,438.0,2007-08-02
,,,,6.7,,,2007.0,8.0,2.0,,2007-08-02,3.0,21.0,42.8,4.0,1.0,21.0,,0.0,USA,AK,87.0,"ALEUTIAN ISLANDS, AK",51.306999999999995,-179.97099999999998,0.03,1.0,,,,,,,,right_only,390,51.0,2007-08-02
,,,,8.0,,,2007.0,8.0,15.0,,2007-08-15,23.0,40.0,57.8,4.0,1.0,39.0,,0.0,PERU,,89.0,S. PERU,-13.386,-76.60300000000001,10.05,135.0,,,,3.0,,,,right_only,391,17523.0,2007-08-15
,,,,7.2,,,2007.0,9.0,2.0,,2007-09-02,1.0,5.0,18.1,4.0,1.0,35.0,,0.0,SOLOMON ISLANDS,,82.0,SANTA CRUZ ISLANDS,-11.61,165.762,0.05,2.0,,,,,,,,right_only,392,736.0,2007-09-02
,,,,8.4,,,2007.0,9.0,12.0,,2007-09-12,11.0,10.0,26.8,4.0,1.0,34.0,,0.0,INDONESIA,,60.0,SUMATRA,-4.438,101.367,5.0,52.0,,,,,,,,right_only,393,8420.0,2007-09-12
2007-09-30T05:23:34.070Z,-49.271,164.115,10.0,7.4,"Auckland Islands, New Zealand region",earthquake,2007.0,9.0,30.0,2007-09-30,2007-09-30,5.0,23.0,34.0,4.0,1.0,10.0,,0.0,NEW ZEALAND,,81.0,AUCKLAND ISLANDS,-49.418,163.954,0.25,6.0,,,,,,,,both,394,1975.0,2007-09-30
,,,,7.7,,,2007.0,11.0,14.0,,2007-11-14,15.0,40.0,50.5,4.0,1.0,40.0,,0.0,CHILE,,89.0,NORTHERN CHILE,-22.247,-69.89,0.28,6.0,,,,,,,,right_only,395,1787.0,2007-11-14
,,,,7.8,,,2007.0,12.0,9.0,,2007-12-09,7.0,28.0,20.8,4.0,1.0,153.0,,0.0,KERMADEC ISLANDS,,81.0,KERMADEC ISLANDS,-25.996,-177.514,0.03,1.0,,,,,,,,right_only,396,969.0,2007-12-09
,,,,6.5,,,2008.0,2.0,25.0,,2008-02-25,8.0,36.0,33.0,4.0,1.0,25.0,,0.0,INDONESIA,,60.0,SUMATRA,-2.4859999999999998,99.97200000000001,0.12,1.0,,,,,,,,right_only,397,171.0,2008-02-25
,,,,7.3,,,2008.0,4.0,9.0,,2008-04-09,12.0,46.0,12.7,4.0,1.0,35.0,,0.0,NEW CALEDONIA,,82.0,LOYALTY ISLANDS,-20.070999999999998,168.892,0.16,1.0,,,,,,,,right_only,398,265.0,2008-04-09
,,,,6.9,,,2008.0,7.0,19.0,,2008-07-19,2.0,39.0,28.7,4.0,1.0,22.0,,0.0,JAPAN,,85.0,OFF EAST COAST OF HONSHU ISLAND,37.552,142.214,0.2,3.0,,,,,,,,right_only,399,135.0,2008-07-19
,,,,6.8,,,2008.0,9.0,11.0,,2008-09-11,0.0,20.0,50.9,4.0,1.0,25.0,,0.0,JAPAN,,85.0,HOKKAIDO ISLAND,41.891999999999996,143.754,0.09,1.0,,,,,,,,right_only,400,87.0,2008-09-11
,,,,7.3,,,2008.0,11.0,16.0,,2008-11-16,17.0,2.0,32.7,4.0,1.0,30.0,,0.0,INDONESIA,,83.0,SULAWESI,1.271,122.09100000000001,0.13,3.0,,,,,,,,right_only,401,756.0,2008-11-16
,,,,7.6,,,2009.0,1.0,3.0,,2009-01-03,19.0,43.0,50.6,4.0,1.0,17.0,,0.0,INDONESIA,,83.0,NEAR NORTH COAST,-0.414,132.885,0.39,24.0,,,,,,,,right_only,402,11518.0,2009-01-03
2009-01-15T17:49:39.070Z,46.857,155.154,36.0,7.4,east of the Kuril Islands,earthquake,2009.0,1.0,15.0,2009-01-15,2009-01-15,17.0,49.0,39.0,4.0,1.0,36.0,,0.0,RUSSIA,,86.0,KAMCHATKA,46.857,155.154,0.11,11.0,,,,,,,,both,403,6373.0,2009-01-15
,,,,7.2,,,2009.0,2.0,11.0,,2009-02-11,17.0,34.0,50.8,4.0,1.0,22.0,,0.0,INDONESIA,,83.0,CELEBES SEA,3.884,126.397,0.13,1.0,,,,,,,,right_only,404,366.0,2009-02-11
,,,,7.6,,,2009.0,3.0,19.0,,2009-03-19,18.0,17.0,40.9,4.0,1.0,34.0,,0.0,TONGA,,81.0,TONGA,-23.046,-174.65900000000002,0.15,27.0,,,,,,,,right_only,405,10527.0,2009-03-19
,,,,7.3,,,2009.0,5.0,28.0,,2009-05-28,8.0,24.0,45.0,4.0,1.0,10.0,,0.0,HONDURAS,,74.0,OFF COAST OF HONDURAS,16.72,-86.236,4.0,2.0,,,,,,,,right_only,406,240.0,2009-05-28
,,,,6.4,,,2009.0,7.0,1.0,,2009-07-01,9.0,30.0,10.4,4.0,1.0,19.0,,0.0,GREECE,,50.0,CRETE,34.164,25.471,0.3,3.0,,,,,,,,right_only,407,94.0,2009-07-01
2009-07-15T09:22:29.030Z,-45.762,166.562,12.0,7.8,off the west coast of the South Island of New Zealand,earthquake,2009.0,7.0,15.0,2009-07-15,2009-07-15,9.0,22.0,29.0,4.0,1.0,12.0,,1.0,NEW ZEALAND,,81.0,OFF WEST COAST OF SOUTH ISLAND,-45.762,166.562,0.47,9.0,,,,,,,,both,408,8249.0,2009-07-15
,,,,7.5,,,2009.0,8.0,10.0,,2009-08-10,19.0,55.0,35.6,3.0,1.0,5.0,,0.0,INDIA,,60.0,ANDAMAN ISLANDS,14.099,92.88799999999999,0.01,1.0,,,,,,,,right_only,409,747.0,2009-08-10
,,,,6.4,,,2009.0,8.0,10.0,,2009-08-10,20.0,7.0,9.1,4.0,1.0,40.0,,0.0,JAPAN,,85.0,HONSHU: S COAST,34.743,138.264,0.6,5.0,,,,,,,,right_only,410,203.0,2009-08-10
,,,,6.7,,,2009.0,8.0,16.0,,2009-08-16,7.0,38.0,21.7,4.0,1.0,20.0,,0.0,INDONESIA,,60.0,SUMATRA,-1.479,99.49,0.18,1.0,,,,,,,,right_only,411,112.0,2009-08-16
2009-09-02T07:55:01.050Z,-7.782,107.29700000000001,46.0,7.0,"Java, Indonesia",earthquake,2009.0,9.0,2.0,2009-09-02,2009-09-02,7.0,55.0,1.0,4.0,1.0,46.0,,0.0,INDONESIA,,60.0,JAVA SEA,-7.782,107.29700000000001,0.4,2.0,,,,,,,,both,412,122.0,2009-09-02
,,,,8.1,,,2009.0,9.0,29.0,,2009-09-29,17.0,48.0,10.9,4.0,1.0,18.0,,6.0,SAMOA,,81.0,SAMOA ISLANDS,-15.489,-172.095,22.35,624.0,,,,192.0,,7.0,285.0,right_only,413,10661.0,2009-09-29
,,,,7.5,,,2009.0,9.0,30.0,,2009-09-30,10.0,16.0,9.2,4.0,1.0,81.0,,0.0,INDONESIA,,60.0,SUMATRA,-0.72,99.867,0.27,1.0,,,,,,,,right_only,414,65.0,2009-09-30
,,,,7.6,,,2009.0,10.0,7.0,,2009-10-07,22.0,3.0,14.4,4.0,1.0,45.0,,0.0,VANUATU,,82.0,VANUATU ISLANDS,-13.005999999999998,166.51,0.29,37.0,,,,,,,,right_only,415,12805.0,2009-10-07
,,,,6.6,,,2010.0,1.0,3.0,,2010-01-03,21.0,48.0,5.3,4.0,1.0,26.0,,0.0,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-8.743,157.477,0.01,1.0,,,,,,,,right_only,416,283.0,2010-01-03
